batch_size,processed_response,error
60,"{
  ""themes"": [
    {
      ""name"": ""Social Media and Technology"",
      ""confidence"": 85,
      ""sub_themes"": [
        ""Twitter"",
        ""Social Media Marketing"",
        ""Digital Advertising"",
        ""Innovation""
      ],
      ""keywords"": [
        ""Twitter"",
        ""social media"",
        ""tech"",
        ""innovation""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Politics and Current Events"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""Elections"",
        ""Government"",
        ""Politics"",
        ""Social Justice""
      ],
      ""keywords"": [
        ""elections"",
        ""government"",
        ""politics"",
        ""justice""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Entertainment and Culture"",
      ""confidence"": 75,
      ""sub_themes"": [
        ""Music"",
        ""Movies"",
        ""TV Shows"",
        ""Celebrities""
      ],
      ""keywords"": [
        ""music"",
        ""movies"",
        ""tv shows"",
        ""celebrities""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Education and Science"",
      ""confidence"": 70,
      ""sub_themes"": [
        ""Science"",
        ""Learning"",
        ""Education"",
        ""Academia""
      ],
      ""keywords"": [
        ""science"",
        ""learning"",
        ""education"",
        ""academia""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Humor and Satire"",
      ""confidence"": 65,
      ""sub_themes"": [
        ""Comedy"",
        ""Satire"",
        ""Humor"",
        ""Parody""
      ],
      ""keywords"": [
        ""comedy"",
        ""satire"",
        ""humor"",
        ""parody""
      ],
      ""sentiment"": ""positive""
    }
  ],
  ""metadata"": {
    ""tweet_length"": 100,
    ""language"": ""English"",
    ""contains_hashtags"": true,
    ""contains_mentions"": true
  }
}",
60,,"Error code: 429 - {'error': {'message': 'Request was rejected due to request rate limiting. Your rate limits are 60 RPM (1 QPS) and 60000 TPM (1000 TPS). See details: https://docs.together.ai/docs/rate-limits', 'type': 'credit_limit', 'param': None, 'code': None}}"
60,,"Error code: 429 - {'error': {'message': 'Request was rejected due to request rate limiting. Your rate limits are 60 RPM (1 QPS) and 60000 TPM (1000 TPS). See details: https://docs.together.ai/docs/rate-limits', 'type': 'credit_limit', 'param': None, 'code': None}}"
60,"{
  ""themes"": [
    {
      ""name"": ""Gaming"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""Fortnite"",
        ""Minecraft"",
        ""Video Games""
      ],
      ""keywords"": [
        ""Fortnite"",
        ""Minecraft"",
        ""Game"",
        ""Play"",
        ""Internet""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Politics"",
      ""confidence"": 85,
      ""sub_themes"": [
        ""Putin"",
        ""Labour"",
        ""Gaza"",
        ""Middle East""
      ],
      ""keywords"": [
        ""Putin"",
        ""Labour"",
        ""Gaza"",
        ""Middle East"",
        ""Politics""
      ],
      ""sentiment"": ""negative""
    },
    {
      ""name"": ""Technology"",
      ""confidence"": 90,
      ""sub_themes"": [
        ""Cybercrime"",
        ""Hacking"",
        ""Security"",
        ""Software""
      ],
      ""keywords"": [
        ""Cybercrime"",
        ""Hacking"",
        ""Security"",
        ""Software"",
        ""Technology""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Business"",
      ""confidence"": 75,
      ""sub_themes"": [
        ""Kylie Cosmetics"",
        ""Lipstick"",
        ""Concealer"",
        ""Makeup""
      ],
      ""keywords"": [
        ""Kylie Cosmetics"",
        ""Lipstick"",
        ""Concealer"",
        ""Makeup"",
        ""Business""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Music"",
      ""confidence"": 65,
      ""sub_themes"": [
        ""Drake"",
        ""Fortnite"",
        ""Music""
      ],
      ""keywords"": [
        ""Drake"",
        ""Fortnite"",
        ""Music""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Entertainment"",
      ""confidence"": 70,
      ""sub_themes"": [
        ""TV Shows"",
        ""Movies"",
        ""Netflix""
      ],
      ""keywords"": [
        ""TV Shows"",
        ""Movies"",
        ""Netflix""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Sports"",
      ""confidence"": 60,
      ""sub_themes"": [
        ""Football"",
        ""Golf""
      ],
      ""keywords"": [
        ""Football"",
        ""Golf""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Self-Improvement"",
      ""confidence"": 55,
      ""sub_themes"": [
        ""Wellness"",
        ""Mental Health"",
        ""Self-Care""
      ],
      ""keywords"": [
        ""Wellness"",
        ""Mental Health"",
        ""Self-Care""
      ],
      ""sentiment"": ""positive""
    }
  ],
  ""metadata"": {
    ""tweet_length"": 300,
    ""language"": ""en"",
    ""contains_hashtags"": true,
    ""contains_mentions"": true
  }
}",
60,"{
  ""themes"": [
    {
      ""name"": ""Politics and Current Events"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""US Politics"",
        ""International Relations"",
        ""Social Justice""
      ],
      ""keywords"": [
        ""Netanyahu"",
        ""Iran"",
        ""Kashmir"",
        ""BetoORourke"",
        ""AmyMcGrathKY"",
        ""staceyabrams""
      ],
      ""sentiment"": ""negative""
    },
    {
      ""name"": ""Entertainment and Pop Culture"",
      ""confidence"": 85,
      ""sub_themes"": [
        ""Movies"",
        ""Music"",
        ""TV Shows""
      ],
      ""keywords"": [
        ""EpictPinball"",
        ""SonicSpinball"",
        ""TheBachelorette"",
        ""Cage"",
        ""Netflix""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Technology and Innovation"",
      ""confidence"": 70,
      ""sub_themes"": [
        ""Space Exploration"",
        ""Artificial Intelligence"",
        ""Robotics""
      ],
      ""keywords"": [
        ""NorthKoreaCamp"",
        ""SmartWaterAssessmentNetwork"",
        ""RoboticSwans""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Social Media and Memes"",
      ""confidence"": 90,
      ""sub_themes"": [
        ""Memes"",
        ""Humor""
      ],
      ""keywords"": [
        ""BONG"",
        ""Uranus"",
        ""ros\\xc3\\xa9"",
        ""bollicina""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Personal Finance and Productivity"",
      ""confidence"": 60,
      ""sub_themes"": [
        ""Money Management"",
        ""Time Management""
      ],
      ""keywords"": [
        ""GETBACKTOWORK"",
        ""June29"",
        ""ANAUDIENCEOFONE""
      ],
      ""sentiment"": ""positive""
    }
  ],
  ""metadata"": {
    ""tweet_length"": 124,
    ""language"": ""English"",
    ""contains_hashtags"": true,
    ""contains_mentions"": true
  }
}",
60,"{
    ""themes"": [
        {
            ""name"": ""Politics and Social Issues"",
            ""confidence"": 85,
            ""sub_themes"": [""Democracy"", ""Elections"", ""Governance"", ""Social Justice""],
            ""keywords"": [""government"", ""politics"", ""election"", ""democracy""],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Entertainment and Culture"",
            ""confidence"": 80,
            ""sub_themes"": [""Movies"", ""Music"", ""Literature"", ""Art""],
            ""keywords"": [""movies"", ""music"", ""literature"", ""art""],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Technology and Science"",
            ""confidence"": 90,
            ""sub_themes"": [""Programming"", ""Data Analysis"", ""Machine Learning"", ""Science""],
            ""keywords"": [""technology"", ""science"", ""programming""],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Sports and Fitness"",
            ""confidence"": 75,
            ""sub_themes"": [""Fitness"", ""Sports"", ""Athletes""],
            ""keywords"": [""sports"", ""fitness"", ""athletes""],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Food and Drink"",
            ""confidence"": 70,
            ""sub_themes"": [""Cooking"", ""Restaurants"", ""Food Culture""],
            ""keywords"": [""food"", ""drink"", ""cooking""],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Environment and Nature"",
            ""confidence"": 65,
            ""sub_themes"": [""Conservation"", ""Sustainability"", ""Nature""],
            ""keywords"": [""environment"", ""nature"", ""conservation""],
            ""sentiment"": ""positive""
        }
    ],
    ""metadata"": {
        ""tweet_length"": 200,
        ""language"": ""en"",
        ""contains_hashtags"": true,
        ""contains_mentions"": true
    }
}",
60,,"Error code: 429 - {'error': {'message': 'Request was rejected due to request rate limiting. Your rate limits are 60 RPM (1 QPS) and 60000 TPM (1000 TPS). See details: https://docs.together.ai/docs/rate-limits', 'type': 'credit_limit', 'param': None, 'code': None}}"
60,"```json
{
  ""themes"": [
    {
      ""name"": ""Technology and Gadgets"",
      ""confidence"": 90,
      ""sub_themes"": [
        ""Gadgets"",
        ""Technology"",
        ""Robotics"",
        ""Artificial Intelligence""
      ],
      ""keywords"": [
        ""robotics"",
        ""artificial intelligence"",
        ""gadgets"",
        ""tech""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Music and Entertainment"",
      ""confidence"": 85,
      ""sub_themes"": [
        ""Music"",
        ""Concerts"",
        ""Events"",
        ""Entertainment""
      ],
      ""keywords"": [
        ""music"",
        ""concerts"",
        ""events"",
        ""entertainment""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Food and Drink"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""Food"",
        ""Drink"",
        ""Cooking"",
        ""Recipes""
      ],
      ""keywords"": [
        ""food"",
        ""drink"",
        ""cooking"",
        ""recipes""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Politics and Social Issues"",
      ""confidence"": 75,
      ""sub_themes"": [
        ""Politics"",
        ""Social Issues"",
        ""News"",
        ""Current Events""
      ],
      ""keywords"": [
        ""politics"",
        ""social issues"",
        ""news"",
        ""current events""
      ],
      ""sentiment"": ""negative""
    },
    {
      ""name"": ""Relationships and Love"",
      ""confidence"": 70,
      ""sub_themes"": [
        ""Relationships"",
        ""Love"",
        ""Romance"",
        ""Couple""
      ],
      ""keywords"": [
        ""relationships"",
        ""love"",
        ""romance"",
        ""couple""
      ],
      ""sentiment"": ""positive""
    }
  ],
  ""metadata"": {
    ""tweet_length"": 100,
    ""language"": ""English"",
    ""contains_hashtags"": true,
    ""contains_mentions"": true
  }
}
```

The above JSON output represents the thematic analysis of the given Twitter dataset. The themes identified are:

1.  **Technology and Gadgets**: This theme has a high confidence level of 90% and encompasses sub-themes such as gadgets, technology, robotics, and artificial intelligence. The keywords associated with this theme are ""robotics,"" ""artificial intelligence,"" ""gadgets,"" and ""tech.""
2.  **Music and Entertainment**: This theme has a confidence level of 85% and includes sub-themes like music, concerts, events, and entertainment. The keywords related to this theme are ""music,"" ""concerts,"" ""events,"" and ""entertainment.""
3.  **Food and Drink**: This theme has a confidence level of 80% and comprises sub-themes such as food, drink, cooking, and recipes. The keywords associated with this theme are ""food,"" ""drink,"" ""cooking,"" and ""recipes.""
4.  **Politics and Social Issues**: This theme has a confidence level of 75% and includes sub-themes like politics, social issues, news, and current events. The keywords related to this theme are ""politics,"" ""social issues,"" ""news,"" and ""current events.""
5.  **Relationships and Love**: This theme has a confidence level of 70% and encompasses sub-themes such as relationships, love, romance, and couple. The keywords associated with this theme are ""relationships,"" ""love,"" ""romance,"" and ""couple.""

The sentiment associated with each theme is either positive, negative, or neutral, depending on the overall tone of the tweets related to that theme.",
60,"{
    ""themes"": [
        {
            ""name"": ""Health and Wellness"",
            ""confidence"": 85,
            ""sub_themes"": [
                ""Medical Conditions"",
                ""Diet and Nutrition""
            ],
            ""keywords"": [
                ""sick"",
                ""doctor"",
                ""hospital"",
                ""medicine"",
                ""food"",
                ""exercise""
            ],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Technology and Science"",
            ""confidence"": 80,
            ""sub_themes"": [
                ""Robotics"",
                ""Artificial Intelligence"",
                ""Space Exploration""
            ],
            ""keywords"": [
                ""robot"",
                ""AI"",
                ""space"",
                ""planet"",
                ""moon""
            ],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Entertainment and Media"",
            ""confidence"": 90,
            ""sub_themes"": [
                ""Movies"",
                ""Music"",
                ""TV Shows""
            ],
            ""keywords"": [
                ""movie"",
                ""song"",
                ""TV show"",
                ""actor"",
                ""actress""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Politics and Social Issues"",
            ""confidence"": 75,
            ""sub_themes"": [
                ""Government"",
                ""Economy"",
                ""Environment""
            ],
            ""keywords"": [
                ""government"",
                ""politics"",
                ""economy"",
                ""environment"",
                ""climate change""
            ],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Education and Learning"",
            ""confidence"": 70,
            ""sub_themes"": [
                ""School"",
                ""University"",
                ""Online Courses""
            ],
            ""keywords"": [
                ""school"",
                ""university"",
                ""online course"",
                ""teacher"",
                ""student""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Sports and Fitness"",
            ""confidence"": 80,
            ""sub_themes"": [
                ""Olympics"",
                ""Football"",
                ""Basketball""
            ],
            ""keywords"": [
                ""sport"",
                ""fitness"",
                ""olympic"",
                ""football"",
                ""basketball""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Travel and Adventure"",
            ""confidence"": 65,
            ""sub_themes"": [
                ""Travel"",
                ""Adventure"",
                ""Food""
            ],
            ""keywords"": [
                ""travel"",
                ""adventure"",
                ""food"",
                ""restaurant"",
                ""hotel""
            ],
            ""sentiment"": ""positive""
        }
    ],
    ""metadata"": {
        ""tweet_length"": 500,
        ""language"": ""en"",
        ""contains_hashtags"": true,
        ""contains_mentions"": true
    }
}",
60,,"Error code: 429 - {'error': {'message': 'Request was rejected due to request rate limiting. Your rate limits are 60 RPM (1 QPS) and 60000 TPM (1000 TPS). See details: https://docs.together.ai/docs/rate-limits', 'type': 'credit_limit', 'param': None, 'code': None}}"
60,,"Error code: 429 - {'error': {'message': 'Request was rejected due to request rate limiting. Your rate limits are 60 RPM (1 QPS) and 60000 TPM (1000 TPS). See details: https://docs.together.ai/docs/rate-limits', 'type': 'credit_limit', 'param': None, 'code': None}}"
60,"{
  ""themes"": [
    {
      ""name"": ""Technology and Innovation"",
      ""confidence"": 85,
      ""sub_themes"": [
        ""Calendars and Scheduling"",
        ""Robotics and Artificial Intelligence"",
        ""Wikipedia and Knowledge Sharing"",
        ""Programming and Coding""
      ],
      ""keywords"": [
        ""Calendar"",
        ""Robot"",
        ""Wikipedia"",
        ""Code""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Entertainment and Media"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""Movies and Film"",
        ""Music and Arts"",
        ""Social Media and Twitter"",
        ""Television and TV Shows""
      ],
      ""keywords"": [
        ""Movie"",
        ""Music"",
        ""Twitter"",
        ""TV""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Business and Finance"",
      ""confidence"": 78,
      ""sub_themes"": [
        ""Economics and Trade"",
        ""Entrepreneurship and Startups"",
        ""Investing and Finance"",
        ""Marketing and Advertising""
      ],
      ""keywords"": [
        ""Business"",
        ""Finance"",
        ""Investment"",
        ""Marketing""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Politics and Social Issues"",
      ""confidence"": 82,
      ""sub_themes"": [
        ""Government and Politics"",
        ""Social Justice and Activism"",
        ""International Relations and Diplomacy"",
        ""Elections and Voting""
      ],
      ""keywords"": [
        ""Politics"",
        ""Social Justice"",
        ""Government"",
        ""Election""
      ],
      ""sentiment"": ""negative""
    },
    {
      ""name"": ""Health and Wellness"",
      ""confidence"": 75,
      ""sub_themes"": [
        ""Mental Health and Self-Care"",
        ""Physical Health and Fitness"",
        ""Diet and Nutrition"",
        ""Wellness and Lifestyle""
      ],
      ""keywords"": [
        ""Health"",
        ""Wellness"",
        ""Fitness"",
        ""Nutrition""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Education and Learning"",
      ""confidence"": 70,
      ""sub_themes"": [
        ""Academics and Education"",
        ""Personal Development and Growth"",
        ""Learning and Development"",
        ""Teaching and Mentoring""
      ],
      ""keywords"": [
        ""Education"",
        ""Learning"",
        ""Development"",
        ""Mentor""
      ],
      ""sentiment"": ""positive""
    }
  ],
  ""metadata"": {
    ""tweet_length"": 300,
    ""language"": ""English"",
    ""contains_hashtags"": true,
    ""contains_mentions"": true
  }
}",
60,"{
  ""themes"": [
    {
      ""name"": ""Entertainment"",
      ""confidence"": 82,
      ""sub_themes"": [
        ""Movies and TV Shows"",
        ""Music Festivals"",
        ""Celebrity News""
      ],
      ""keywords"": [
        ""FoodNetwork"",
        ""Queen"",
        ""SportRelief"",
        ""FUMarathiMovie"",
        ""Van Gogh""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Technology"",
      ""confidence"": 91,
      ""sub_themes"": [
        ""Cybersecurity"",
        ""Software Updates"",
        ""Hacking""
      ],
      ""keywords"": [
        ""Chrome"",
        ""Vulnerability"",
        ""Nessus"",
        ""WordPress""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Health and Wellness"",
      ""confidence"": 75,
      ""sub_themes"": [
        ""Mental Health"",
        ""Physical Health""
      ],
      ""keywords"": [
        ""Mental health issues"",
        ""Democracy"",
        ""Tear gassing"",
        ""Lathicharge""
      ],
      ""sentiment"": ""negative""
    },
    {
      ""name"": ""Politics and Governance"",
      ""confidence"": 88,
      ""sub_themes"": [
        ""Government Policies"",
        ""Elections""
      ],
      ""keywords"": [
        ""Governor-elect"",
        ""Bill"",
        ""Robert Lighthizer"",
        ""USTR""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Sports and Fitness"",
      ""confidence"": 65,
      ""sub_themes"": [
        ""Sports News"",
        ""Fitness""
      ],
      ""keywords"": [
        ""Bears"",
        ""Sam Hurd"",
        ""Jerry Angelo""
      ],
      ""sentiment"": ""negative""
    },
    {
      ""name"": ""Social Issues"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""Social Justice"",
        ""Human Rights""
      ],
      ""keywords"": [
        ""Internet Nation"",
        ""Anti-governable"",
        ""Democracy"",
        ""Lathicharge"",
        ""Tear gassing""
      ],
      ""sentiment"": ""negative""
    }
  ],
  ""metadata"": {
    ""tweet_length"": 200,
    ""language"": ""en"",
    ""contains_hashtags"": true,
    ""contains_mentions"": true
  }
}",
60,"{
  ""themes"": [
    {
      ""name"": ""Entertainment"",
      ""confidence"": 85,
      ""sub_themes"": [
        ""Movies"",
        ""TV Shows"",
        ""Music"",
        ""Celebrity News""
      ],
      ""keywords"": [
        ""Netflix"",
        ""David Bowie"",
        ""Khloe Kardashian"",
        ""Kim Kardashian""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Politics"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""International Relations"",
        ""Domestic Policy"",
        ""Elections""
      ],
      ""keywords"": [
        ""Imran Khan"",
        ""Pakistan"",
        ""India"",
        ""CIA""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Sports"",
      ""confidence"": 75,
      ""sub_themes"": [
        ""Cricket"",
        ""Football"",
        ""Rugby""
      ],
      ""keywords"": [
        ""Pakistan"",
        ""India"",
        ""Cricket""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Technology"",
      ""confidence"": 70,
      ""sub_themes"": [
        ""Artificial Intelligence"",
        ""Machine Learning"",
        ""Computer Vision""
      ],
      ""keywords"": [
        ""Deep Angel"",
        ""AI"",
        ""Machine Learning""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Social Issues"",
      ""confidence"": 65,
      ""sub_themes"": [
        ""Social Justice"",
        ""Human Rights"",
        ""Environmental Issues""
      ],
      ""keywords"": [
        ""Climate Change"",
        ""Air Pollution"",
        ""Social Justice""
      ],
      ""sentiment"": ""negative""
    }
  ],
  ""metadata"": {
    ""tweet_length"": 100,
    ""language"": ""English"",
    ""contains_hashtags"": true,
    ""contains_mentions"": true
  }
}",
60,"{
  ""themes"": [
    {
      ""name"": ""Entertainment"",
      ""confidence"": 83,
      ""sub_themes"": [
        ""Movies"",
        ""Music"",
        ""TV Shows"",
        ""Celebrities""
      ],
      ""keywords"": [
        ""Brooklyn"",
        ""You're Killing Me"",
        ""iTunes"",
        ""AppleMusic"",
        ""Netflix"",
        ""The Fellowship of the Ring"",
        ""The Monkees"",
        ""Chuckle Brothers"",
        ""Barry"",
        ""Paul""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Politics"",
      ""confidence"": 74,
      ""sub_themes"": [
        ""Government"",
        ""Elections"",
        ""Leadership""
      ],
      ""keywords"": [
        ""President Obama"",
        ""Brussels"",
        ""Attacks"",
        ""Trudeau"",
        ""Trump"",
        ""Trade"",
        ""Agreement""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Technology"",
      ""confidence"": 82,
      ""sub_themes"": [
        ""Artificial Intelligence"",
        ""Social Media"",
        ""Apps""
      ],
      ""keywords"": [
        ""AI"",
        ""Facebook"",
        ""Google"",
        ""Twitter"",
        ""Instagram"",
        "" Snapchat""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Culture"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""Music"",
        ""Art"",
        ""Food""
      ],
      ""keywords"": [
        ""Big Food"",
        ""Big Mood"",
        ""Licorice"",
        ""Allsorts"",
        ""Pizza"",
        ""Connoisseur""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Education"",
      ""confidence"": 78,
      ""sub_themes"": [
        ""Learning"",
        ""Schools"",
        ""Universities""
      ],
      ""keywords"": [
        ""University of North Carolina"",
        ""Dean Smith"",
        ""Papers"",
        ""Library""
      ],
      ""sentiment"": ""neutral""
    }
  ],
  ""metadata"": {
    ""tweet_length"": 280,
    ""language"": ""English"",
    ""contains_hashtags"": true,
    ""contains_mentions"": true
  }
}",
60,"{
    ""themes"": [
        {
            ""name"": ""Celebrity Culture"",
            ""confidence"": 80,
            ""sub_themes"": [""Red Carpet Events"", ""Oscar Party"", ""Celebrity News""],
            ""keywords"": [""Oscar"", ""Celebrity"", ""Red Carpet"", ""Party""],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Politics and Governance"",
            ""confidence"": 70,
            ""sub_themes"": [""Government Policies"", ""Election News"", ""Politician Analysis""],
            ""keywords"": [""Politics"", ""Government"", ""Election"", ""Politician""],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Technology and Cybersecurity"",
            ""confidence"": 60,
            ""sub_themes"": [""Cybersecurity Threats"", ""Technology News"", ""Hacking""],
            ""keywords"": [""Cybersecurity"", ""Technology"", ""Hacking"", ""Exploit""],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Social Media and Entertainment"",
            ""confidence"": 80,
            ""sub_themes"": [""Social Media Trends"", ""Entertainment News"", ""Influencer Culture""],
            ""keywords"": [""Social Media"", ""Entertainment"", ""Influencer"", ""Trend""],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Health and Wellness"",
            ""confidence"": 50,
            ""sub_themes"": [""Nutrition and Diet"", ""Health News"", ""Wellness Tips""],
            ""keywords"": [""Health"", ""Wellness"", ""Nutrition"", ""Diet""],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Business and Finance"",
            ""confidence"": 70,
            ""sub_themes"": [""Business News"", ""Financial Analysis"", ""Market Trends""],
            ""keywords"": [""Business"", ""Finance"", ""Market"", ""Analysis""],
            ""sentiment"": ""neutral""
        }
    ],
    ""metadata"": {
        ""tweet_length"": 140,
        ""language"": ""en"",
        ""contains_hashtags"": true,
        ""contains_mentions"": true
    }
}",
60,"{
    ""themes"": [
        {
            ""name"": ""Social and Current Events"",
            ""confidence"": 82,
            ""sub_themes"": [""Politics"", ""Celebrity News"", ""Social Justice""],
            ""keywords"": [""London"", ""women"", ""Sindh"", ""Pakistan army"", ""Imran Khan"", ""Prime Minister""],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Business and Finance"",
            ""confidence"": 90,
            ""sub_themes"": [""Economy"", ""Stock Market"", ""Investment""],
            ""keywords"": [""Standard Chartered"", ""Oil Prices"", ""U.S. Index Futures"", ""Beckham""],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Entertainment and Culture"",
            ""confidence"": 85,
            ""sub_themes"": [""Music"", ""Film"", ""Art""],
            ""keywords"": [""Perry Toyota"", ""Oi on Brocade Deal"", ""Morgan Library"", ""Burger"", ""volunteering""],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Technology and Science"",
            ""confidence"": 78,
            ""sub_themes"": [""Programming"", ""Coding"", ""AI""],
            ""keywords"": [""Asciidoctor PDF"", ""Asciidoctor"", ""PO Taggers"", ""AsciiDoc""],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Sports and Gaming"",
            ""confidence"": 80,
            ""sub_themes"": [""Cricket"", ""Gaming""],
            ""keywords"": [""ESPNcricinfo"", ""Prime Minister Imran Khan"", ""Pakistan army""],
            ""sentiment"": ""positive""
        }
    ],
    ""metadata"": {
        ""tweet_length"": 140,
        ""language"": ""English"",
        ""contains_hashtags"": true,
        ""contains_mentions"": true
    }
}",
60,"{
  ""themes"": [
    {
      ""name"": ""Entertainment"",
      ""confidence"": 85,
      ""sub_themes"": [
        ""Movies"",
        ""Music"",
        ""TV Shows""
      ],
      ""keywords"": [
        ""Netflix"",
        ""Graduation"",
        ""yoga"",
        ""Republican argle bargle""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""News and Politics"",
      ""confidence"": 90,
      ""sub_themes"": [
        ""Crime"",
        ""Government"",
        ""Social Issues""
      ],
      ""keywords"": [
        ""LasVegasShooting"",
        ""Republican"",
        ""NRA"",
        ""Tree of Life Congregation""
      ],
      ""sentiment"": ""negative""
    },
    {
      ""name"": ""Technology"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""Hacking"",
        ""Security"",
        ""Programming""
      ],
      ""keywords"": [
        ""Marriott Starwood Hack"",
        ""InfoSecMag"",
        ""GoFundMe"",
        ""sqt""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Personal Stories"",
      ""confidence"": 75,
      ""sub_themes"": [
        ""Relationships"",
        ""Self-Improvement"",
        ""Inspiration""
      ],
      ""keywords"": [
        ""boyfriend"",
        ""braid his hair"",
        ""princess leia fantasy"",
        ""strength to our wonderful Stella""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Science and Education"",
      ""confidence"": 70,
      ""sub_themes"": [
        ""Mathematics"",
        ""Physics"",
        ""Chemistry""
      ],
      ""keywords"": [
        ""pi is a transcendental number"",
        ""sid"",
        ""pln"",
        ""sgn""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Humor and Satire"",
      ""confidence"": 60,
      ""sub_themes"": [
        ""Comedy"",
        ""Jokes"",
        ""Satire""
      ],
      ""keywords"": [
        ""argle bargle"",
        ""vaccum regularly"",
        ""purposely messing up"",
        ""police say is responsible""
      ],
      ""sentiment"": ""positive""
    }
  ],
  ""metadata"": {
    ""tweet_length"": 50,
    ""language"": ""English"",
    ""contains_hashtags"": true,
    ""contains_mentions"": true
  }
}",
