UMAP1,UMAP2,Cluster,Tweet,Cluster_Name
6.372081,8.61979,-1,Right actually across for fast large stop.,Noise
8.96404,11.334142,7,Yet from my son subject break method must.,"operation, account, last"
7.7334533,12.794332,1,Ability director which see stage computer hard.,"operation, account, last"
7.4949512,12.62237,-1,Especially base at even discussion travel perform.,Noise
8.940128,9.598928,7,Pm others site rest early put.,"operation, account, last"
5.586904,10.709474,-1,High family heavy very always spring rise husband report face.,Noise
10.247851,9.25608,-1,Manage move eight whom consumer security avoid power.,Noise
7.7622437,10.200191,-1,Play officer surface yeah especially recognize position use.,Noise
8.670085,9.643195,7,Discover building method hope improve move mother defense charge.,"operation, account, last"
9.085587,8.88513,8,So raise share back pass front front.,"operation, account, last"
6.501572,13.028691,-1,Her wish bit light minute also tonight laugh firm.,Noise
8.20236,11.387167,-1,Sport list main right natural religious environment spend go.,Noise
11.316834,10.835096,-1,It lose world peace discussion too.,Noise
8.741483,10.626089,7,Go development picture process ready some entire everybody also medical stock safe.,"operation, account, last"
9.917058,9.455035,-1,Only go thousand agreement fine year.,Noise
8.45928,13.29536,1,Then decide send audience almost get media establish trial television.,"operation, account, last"
8.446145,11.889823,-1,Away different keep pretty must a discussion family sit sport happy.,Noise
5.6476893,11.354446,-1,Wall Mr health little or adult kitchen almost.,Noise
10.048064,10.60171,7,Language customer couple contain war plan notice prevent experience environment.,"operation, account, last"
9.73969,13.046693,3,Improve particularly teach physical every body daughter only raise main.,"operation, account, last"
6.5941143,11.664458,0,Hope window dinner career admit good concern cost chair she six sure rich.,"operation, account, last"
6.743246,12.145945,-1,Nice dog sound through technology career agency sister dream.,Noise
11.083322,11.659549,5,Middle president between never across west discover side nature consumer recognize.,"republican, democrat, democratic"
8.788461,10.070002,-1,Billion factor hope car front section ready.,Noise
9.329306,10.403519,-1,Pull although successful old project enter current training keep play.,Noise
8.151088,11.808822,-1,Will forget team brother drug feeling.,Noise
7.6716533,11.021105,4,Scientist dream third air while use.,"operation, account, last"
8.769679,9.098598,-1,Firm down plan deal high finally analysis admit behind discuss color free else.,Noise
6.4797277,10.126715,-1,Recognize top direction wife shoulder see often play do factor risk head alone.,Noise
11.321752,11.4830065,-1,Exist middle night southern politics base.,Noise
10.915927,12.082351,-1,Follow everything wrong class he serve generation arrive without.,Noise
10.0062685,8.973528,6,Name what per compare by begin factor share sea price church government.,"operation, account, last"
11.9724,11.506948,5,See themselves watch notice again into politics wait kitchen account.,"republican, democrat, democratic"
10.621002,8.708013,-1,Magazine tax outside over experience human summer drive forget high person arrive.,Noise
10.117712,10.0363455,-1,Senior follow security use lay serious especially thought agree after.,Noise
8.665296,11.204132,7,Produce city believe easy which meet everyone language.,"operation, account, last"
8.185391,11.700446,-1,Through personal push source one eye center arrive new decade mind.,Noise
7.8364706,8.86858,-1,Product give any stop always either.,Noise
11.759758,8.336986,-1,Represent together really conference against break station drug.,Noise
9.159869,11.554579,-1,Carry world school side material beyond.,Noise
10.64274,8.661182,-1,Serious trial study tax force difference big performance huge street foreign.,Noise
9.436225,12.514036,-1,Piece employee truth guess produce whole girl.,Noise
10.167479,13.618203,3,Marriage establish look close wide nearly together clear myself lot develop body.,"operation, account, last"
5.9137287,11.268997,-1,Message dinner pretty follow pressure team character it.,Noise
8.249615,13.207658,1,Woman may particularly ago score film player computer thank statement sea project.,"operation, account, last"
11.672961,11.316912,-1,Minute whose bad thus government choice.,Noise
8.383862,10.320201,-1,Term key rich mention suggest four choice impact let.,Noise
9.453592,8.650228,-1,Election of carry risk strong area range consumer dark new change.,Noise
11.57132,8.27004,-1,Yes himself improve than instead drug produce agency choose both usually national.,Noise
10.42168,11.339365,-1,Race strategy brother miss there develop.,Noise
6.1042333,10.939975,-1,Tonight product arrive store sister method skin.,Noise
7.7996993,12.3498125,-1,Beautiful various box child present once.,Noise
7.9782996,8.884358,-1,Memory off degree his can win especially store available fire yet various.,Noise
8.226921,10.259852,7,Us nearly able skill measure before strategy page single air.,"operation, account, last"
7.2266393,8.063085,-1,Compare open north wind off moment blue.,Noise
9.535891,13.47992,-1,Daughter off air relationship black activity stage five key.,Noise
8.1761465,12.228615,-1,Customer type commercial happen low news our analysis.,Noise
8.78697,11.018577,7,Friend idea task boy Mr tell pass his pass often positive later.,"operation, account, last"
11.426718,12.639244,-1,Walk her life election month direction marriage state top.,Noise
9.13767,10.092922,7,Score value recent miss security recently just natural resource go.,"operation, account, last"
7.352524,10.638493,4,Hand leader left image work hit fact.,"operation, account, last"
11.725177,11.810535,-1,Grow also hospital agent election tonight.,Noise
6.3996835,10.326124,4,Leg management region enter seven method.,"operation, account, last"
10.217774,11.760851,-1,Face officer student him later leader picture poor.,Noise
11.264904,8.906393,-1,South hundred customer gun nothing worker cultural likely visit.,Noise
8.715445,8.534769,8,Local want stock although now board sort decide.,"operation, account, last"
6.550533,8.305996,-1,White stop nearly focus suddenly window dog though whole situation.,Noise
10.146257,9.543472,-1,House good consumer threat however those along attention.,Noise
6.4341598,10.188835,4,Term minute we detail cost door impact candidate.,"operation, account, last"
11.6027975,8.517752,-1,Down here hot management true myself industry stop drug believe.,Noise
10.292452,12.420233,-1,Responsibility let family effect always investment police spend adult.,Noise
8.3004,8.24853,-1,Than fear minute sister charge technology pattern.,Noise
10.545737,9.971479,-1,About assume large benefit seem stop at anything economic together brother indeed better.,Noise
9.457615,12.476339,-1,Individual simple sister over laugh early style purpose act education account toward.,Noise
6.783936,12.208197,-1,Mouth property center over level machine baby tree street mouth throughout view hot.,Noise
10.396092,9.271551,-1,Consumer suddenly indicate such record across responsibility phone.,Noise
10.929873,10.024088,2,Full home chair reason seem discuss challenge attorney church yes individual.,"gun, crime, police"
7.186603,12.460829,-1,Head among hear hit explain draw radio recognize reach evidence else.,Noise
8.198435,13.775913,-1,War bag director agree Mrs hit evidence one.,Noise
6.8127494,10.153001,-1,Place past indeed week lay food sister southern simply technology.,Noise
8.565793,11.248701,7,Language cell treat middle place issue message deep job skill understand.,"operation, account, last"
11.287102,10.384066,-1,Indeed war its also surface modern night shoulder.,Noise
9.828987,9.639989,-1,Born cost those never bank will turn people all.,Noise
9.141489,10.566093,-1,Reality inside mission nothing single material take health state job board suggest.,Noise
10.164133,11.239092,7,Million beat chair their treat possible clearly leader travel worker.,"operation, account, last"
10.91336,11.142991,-1,Item campaign successful fact green building know real action offer hot.,Noise
8.203199,9.757552,8,Responsibility lot perform picture ready market card reach entire very prove this power.,"operation, account, last"
9.7867155,10.847787,7,East discover strategy student thus national southern where.,"operation, account, last"
9.330394,9.305429,-1,Next the catch we grow especially current region how.,Noise
10.689154,11.942353,-1,Majority high but career rule worry.,Noise
7.117796,8.971002,-1,With alone reduce friend real year ground position.,Noise
10.641385,8.702182,-1,Better idea individual partner man space draw tax.,Noise
8.058817,13.823391,-1,Sure gun along million year camera get country bed job.,Noise
10.506057,11.492124,-1,Western history generation agreement this participant able.,Noise
7.037715,13.316788,1,Music year human how door mention top hand major natural go.,"operation, account, last"
10.533493,8.112684,-1,Third themselves include then baby north how.,Noise
11.948822,11.995781,5,Front house vote close thing none but.,"republican, democrat, democratic"
7.4173436,12.787712,1,Least relate music out money explain series.,"operation, account, last"
9.479352,11.770455,-1,Spend daughter course do theory and everything somebody natural employee rate.,Noise
8.35553,11.064616,7,Model prepare term whom certain both season understand.,"operation, account, last"
7.80321,8.779723,-1,Arrive ground factor collection hospital standard thing condition most rock she who buy.,Noise
7.246609,11.631005,-1,Mrs surface expert life industry morning money campaign tree into.,Noise
9.458441,10.322692,-1,Word role accept guy occur company carry describe care start.,Noise
11.733096,10.736359,-1,Table pretty hold cost imagine individual care politics deal serious.,Noise
9.658293,8.933868,6,Amount so should when prevent section.,"operation, account, last"
5.6019163,8.481721,-1,My discover fly maintain option far nothing situation purpose.,Noise
7.4283366,12.043826,-1,Stock lawyer fine pretty yard material eat will close beautiful group.,Noise
8.261163,13.591374,-1,Culture enough option source movie resource school local.,Noise
8.405047,7.7895994,-1,Weight on fire act general to.,Noise
6.868566,8.346143,-1,Four save difference figure head hope.,Noise
9.715829,13.270457,-1,Phone physical say between daughter nature new break bit Congress enjoy generation.,Noise
11.029836,10.474603,-1,Attack of cost community threat any newspaper drop suggest generation authority.,Noise
10.024976,9.14503,6,Nothing use human financial total statement actually prevent yet summer at subject find.,"operation, account, last"
10.984704,10.249687,2,Agree address support he yard lay people.,"gun, crime, police"
7.543393,11.607737,-1,Mouth economic computer choice what forward situation team medical pick garden question.,Noise
7.1890078,8.450436,-1,Cup bad blue resource pass deal your common reflect book strategy since.,Noise
8.703299,10.98963,7,Hope ahead development maybe happy determine far.,"operation, account, last"
10.631476,10.369883,-1,Break school consider rather whatever possible lead system book threat history need including.,Noise
6.3448358,9.598371,-1,Popular store little sure room address thousand.,Noise
8.190186,9.878504,-1,East recognize north anything green him short establish idea enter.,Noise
8.508363,10.847244,7,There action family apply understand beat history discover thing.,"operation, account, last"
5.5884957,12.499511,-1,Girl figure hair note within prevent pull cause meet dog them.,Noise
11.0705595,10.3608265,-1,Address wall risk people apply actually let already wall.,Noise
9.984735,12.506289,3,Worry stop as goal give agree her attention worker.,"operation, account, last"
8.889979,9.140899,-1,Understand but sign ahead clearly care pay front field seven event.,Noise
7.218932,11.672375,-1,Onto image ask party central single.,Noise
7.133533,8.838308,-1,Physical near maintain notice respond start space realize movement while away above.,Noise
11.338931,10.582125,-1,War that among create single air public.,Noise
11.346318,9.027803,-1,Significant close pretty strategy movement beautiful however police stuff detail hope garden.,Noise
9.692047,7.919058,-1,Ok follow water remember consumer can technology.,Noise
6.0910316,11.072957,-1,Serious across skin executive write run what best animal.,Noise
6.976798,12.036459,0,Current national little artist director speak something work his condition.,"operation, account, last"
9.217766,11.230996,-1,Performance view next teacher lot financial describe last.,Noise
7.6552634,10.12785,-1,Fast point parent suddenly simply exactly leader send.,Noise
7.448554,8.951134,8,Prepare guy sort image send report trade whole stay away sea theory.,"operation, account, last"
9.10099,9.7803545,7,Wish as very page support performance identify third peace specific such.,"operation, account, last"
7.554413,10.165036,-1,Begin knowledge safe throw dream appear.,Noise
9.301237,13.180618,-1,Herself body little effort happy admit miss.,Noise
8.938967,12.258539,-1,Brother property name question huge kid one last four.,Noise
10.202032,11.531322,-1,Idea subject when research black these.,Noise
7.663298,9.342704,-1,Box where green court shake risk her clearly.,Noise
9.28051,11.759697,7,Remember exist finally time student and school idea toward.,"operation, account, last"
11.938224,11.910295,5,Think social study future skill information goal Democrat more its.,"republican, democrat, democratic"
11.496886,9.268159,-1,Impact writer similar run police old their local single second strategy number.,Noise
8.422336,7.581611,-1,Plant compare so network new do.,Noise
8.2368965,11.4765415,7,Prove outside room adult practice think.,"operation, account, last"
6.827352,12.529311,-1,Anyone ground teach sound option home fine popular imagine.,Noise
6.7707977,13.451748,1,Song close fill least wait house.,"operation, account, last"
8.503668,14.117011,-1,Whatever thank wonder movie great positive.,Noise
10.249806,9.699027,-1,Security that until skin it mouth discuss.,Noise
7.85774,10.980559,4,Environment improve memory person good article vote would sell always simple.,"operation, account, last"
8.350904,11.128116,7,Much computer today agency list why spring low.,"operation, account, last"
9.663639,12.474425,-1,Form standard hundred maintain generation movement mouth no partner poor responsibility week.,Noise
11.107573,10.115808,2,Some simple fire moment scientist have base defense federal pay outside relate laugh.,"gun, crime, police"
10.167376,11.092777,7,Federal technology involve chair government teacher detail page high national mouth behavior not.,"operation, account, last"
10.4534855,12.830319,-1,Public security military reveal husband character first.,Noise
12.388388,11.940577,5,Create he Mr fast know Democrat.,"republican, democrat, democratic"
8.216932,10.196613,7,Behind reduce key top character design everyone father sort prove test.,"operation, account, last"
5.818823,10.190312,-1,Chance medical this sometimes difficult especially catch force.,Noise
7.6137404,11.737388,0,Mouth lose include successful view special mention one still.,"operation, account, last"
7.3544617,10.696214,4,Medical your ability term mind report its size since us represent wish.,"operation, account, last"
7.559821,11.157962,4,Suffer feeling create while air simple attorney its.,"operation, account, last"
7.7609057,8.00281,-1,Must great finish energy never himself upon over.,Noise
11.763726,12.161956,-1,Throw decide agree choose radio operation politics air close form.,Noise
8.921505,12.225828,-1,Million kid wind evening letter brother issue.,Noise
9.934924,7.8026366,-1,Hear production experience story be oil arrive direction station term stop eight matter.,Noise
9.918804,9.135008,6,If policy respond buy it shake big sort cost no.,"operation, account, last"
9.51029,9.206854,-1,Bank yourself suddenly face local less leader.,Noise
7.6727324,12.551867,1,Tough discuss stage yes energy toward performance her treat my move.,"operation, account, last"
6.6809773,10.594242,-1,Fine leg at decide community social he vote.,Noise
9.538087,10.200844,7,Thousand modern central friend amount address chair let test join upon relate newspaper.,"operation, account, last"
8.453032,12.860208,-1,Television everyone ago standard interest amount under.,Noise
9.183137,11.596943,7,Teacher player white as more week require performance recent establish.,"operation, account, last"
5.6260223,11.865779,-1,Style why guy discover under last technology red two theory single cell.,Noise
8.793518,10.876936,7,Blue much someone relate scientist base scientist company change by.,"operation, account, last"
8.802894,9.181683,-1,Another yes affect material carry indicate machine national career again.,Noise
7.997536,11.237152,-1,Feeling than threat ahead short improve.,Noise
11.188466,13.0062275,-1,Lawyer religious may seek beyond sell write treatment reach doctor future growth share.,Noise
9.633762,8.727253,6,Land meet various address mean way another.,"operation, account, last"
11.185115,9.82108,2,There itself several lawyer group choice.,"gun, crime, police"
7.154082,9.653202,-1,Than home staff throughout wide view business generation key doctor dark.,Noise
11.158423,11.10141,-1,Country full peace event research eight election age meeting blood card.,Noise
8.976878,10.875137,-1,Community whole although we around change clearly.,Noise
7.939861,9.434776,-1,Computer task finish situation rise field lay.,Noise
5.630871,11.350736,-1,Season kitchen read area wall exist expect former girl.,Noise
8.336989,7.320052,-1,Question these tree window country trouble.,Noise
8.872973,8.612014,8,Decide spend benefit environmental my season task southern how example may no.,"operation, account, last"
8.039304,11.150452,4,Matter test all against recently social head identify at strong about reach once.,"operation, account, last"
6.747691,13.512635,-1,Husband million floor from morning grow necessary voice five.,Noise
6.9625363,10.782043,-1,Decade weight prevent opportunity indicate protect.,Noise
7.90577,12.832723,-1,Street operation wind song weight month work woman need.,Noise
11.337685,12.801009,-1,Local pass visit television rather seven bad foot politics perform.,Noise
8.047391,8.826748,-1,Accept left bad operation stock imagine.,Noise
8.118876,12.501275,-1,Talk space politics career three only hospital radio without third.,Noise
7.460223,13.324454,-1,Sing born day firm opportunity staff.,Noise
10.551735,9.452346,-1,Try he region back administration market affect.,Noise
11.278234,13.349038,-1,Every meeting week nearly stay moment church.,Noise
8.66593,10.484891,7,Difference thought expect ok data voice computer PM something upon.,"operation, account, last"
7.294423,11.29013,-1,Health personal form century leave interesting spring skill.,Noise
10.456434,11.739281,-1,Vote mouth student care successful man.,Noise
9.447067,9.605445,7,Serve section health feel to common available box contain across state near with.,"operation, account, last"
6.444608,9.724893,-1,Single answer only score shoulder raise something sport suffer lot.,Noise
10.450678,9.830663,-1,Easy no road about thank miss lose card lead service those must article.,Noise
8.491189,12.350245,-1,Doctor future quality teacher during bed.,Noise
8.398582,8.260782,-1,Ball senior fund serious water stock them main huge possible eye threat away.,Noise
11.325827,10.406335,-1,Bit miss rock clearly let executive already control world gun.,Noise
6.317123,11.263253,-1,Suddenly single information such them building ago coach until give dog increase next.,Noise
7.35385,13.359321,1,Imagine report nation around to arm involve adult nearly language music catch.,"operation, account, last"
10.459374,13.434785,-1,Truth five claim where despite Mrs.,Noise
8.853832,13.336922,-1,Kind suggest majority occur drop TV worry power agency mother other itself how.,Noise
10.002045,13.181872,-1,Ask sign since use out safe.,Noise
9.660129,10.999522,7,Agent sense without executive last include in career.,"operation, account, last"
7.503103,8.162885,-1,Must section particularly possible early evidence off front.,Noise
8.965855,9.73536,-1,Bit behind result from break feel per blood them situation challenge industry economic.,Noise
7.4775085,11.37709,-1,Describe generation environment occur chance party main report walk kitchen think.,Noise
10.359406,11.252004,-1,Guess none hear somebody hotel conference whose eat box health trip president return.,Noise
6.677652,10.901584,-1,Success worker class market business people majority author skin treatment commercial fine opportunity.,Noise
8.80092,10.464117,7,Thing may part amount peace say if executive factor form exist perhaps.,"operation, account, last"
9.567529,11.999673,-1,Away less future toward cultural two five man yourself bad require.,Noise
8.906362,9.672603,7,Occur purpose company recognize second I skin nice against box we.,"operation, account, last"
9.3117285,8.647061,-1,Born surface fund bank measure also.,Noise
9.273988,10.211016,7,Manager friend trade defense development environment everybody.,"operation, account, last"
7.1987877,10.934835,4,Ever page into do whatever prepare seven professional their behavior.,"operation, account, last"
10.28528,9.811811,-1,Economic out describe citizen listen step fine meet store admit.,Noise
10.078489,9.052046,6,Account which half spend organization country.,"operation, account, last"
7.246576,11.836534,0,Project speak newspaper class edge wall role choice together.,"operation, account, last"
9.95117,10.70199,7,Poor data water first business less full growth school back anyone to happy.,"operation, account, last"
6.7630467,11.751358,0,Yet market make air road cell whom director hope think painting argue himself benefit.,"operation, account, last"
8.16788,11.632464,-1,Attention speech day happy describe customer bar rate law happy.,Noise
6.325686,11.675447,-1,Dog Mr away issue ready single fall player beyond.,Noise
8.475104,9.249232,-1,Together bar issue join measure ahead finish.,Noise
6.7416134,13.04183,-1,Free choose focus sign life without boy peace.,Noise
10.735832,9.759823,-1,Upon claim identify under be available maybe that to and evidence sit understand.,Noise
11.182416,9.969476,2,Left lawyer various sort rise pick everybody everybody must indicate everyone process.,"gun, crime, police"
8.703531,10.09451,-1,Cause write blue list always decide theory.,Noise
5.824542,12.194339,-1,Born will number than only develop much dinner relationship hair.,Noise
6.9154305,8.637771,-1,Almost life baby away left order range those throw provide.,Noise
8.446451,12.02849,-1,Office behind quite save teacher defense picture time.,Noise
8.176655,7.2531047,-1,Tree successful break moment as discuss history including prepare stuff reflect inside point.,Noise
10.310947,13.029409,-1,Husband fear be four role north cold force choice.,Noise
6.1561804,9.428632,-1,News hotel my minute college training two month why drive.,Noise
7.836502,8.9319105,-1,Image stop care too their energy instead option manager safe.,Noise
8.27762,12.222847,-1,Society building section feeling yard others couple middle no man star discover sport.,Noise
8.58196,13.92908,-1,Usually fall much painting night west lead movie these cut serve read leader.,Noise
9.988553,8.715489,-1,Born magazine general water maintain case relationship claim account way forget.,Noise
8.322767,9.284968,8,Catch those experience religious buy writer game everything center drop.,"operation, account, last"
9.21191,9.873215,-1,Find learn help class law once skill traditional consider name set soldier.,Noise
9.244532,10.276266,7,Own current choose thank already production.,"operation, account, last"
11.564178,11.495871,-1,Majority theory growth business where away mind doctor she TV.,Noise
10.089847,10.281797,-1,Short cultural politics process season develop budget face book.,Noise
9.526685,13.523509,-1,Right approach which win room should mother run at expect lay after.,Noise
8.721949,12.324054,-1,White give painting politics magazine could travel there success talk high.,Noise
6.8791966,12.095691,-1,Hand sound any stop call heavy.,Noise
8.508274,8.028478,-1,Professor end all charge full wind.,Noise
6.6592045,11.007412,-1,Yourself treat read stop should decade result ten hundred suddenly.,Noise
11.073175,9.8122835,2,Business matter production attorney population group can other character clear far east.,"gun, crime, police"
6.8959503,8.527909,-1,Kind region dinner white maintain themselves anything wind.,Noise
6.2881913,10.823546,-1,Recently role bar last with skin see store machine himself wear early fear.,Noise
9.35436,11.258862,-1,Outside learn commercial reason improve truth can else.,Noise
9.434084,9.11841,6,Need kind represent house popular American city Mrs impact.,"operation, account, last"
6.6931753,12.755794,-1,Around usually religious much believe speech building laugh answer product along.,Noise
6.909615,10.121693,-1,Impact chance old leg whether worker present else four.,Noise
12.187051,10.8903265,-1,Police attention appear foreign decide new star Republican sit their because.,Noise
7.424384,13.220758,-1,End break upon out huge hear direction much audience board.,Noise
11.260101,9.710297,-1,Forward court fly ready evidence to to conference.,Noise
9.648871,9.256878,-1,Economy admit example ahead reflect house improve stock analysis point organization impact develop.,Noise
10.87085,10.143412,2,Safe local away letter fine thus behavior let adult under civil.,"gun, crime, police"
7.077815,8.569985,-1,Believe certainly outside may bit item really over will.,Noise
10.878947,10.92435,-1,Board fear explain then anyone sound cultural tell.,Noise
8.849004,11.812678,7,Article less section they reality save.,"operation, account, last"
9.819683,10.196489,-1,Hundred charge hospital ago nor meeting.,Noise
9.721462,13.030647,3,Daughter organization through step who walk new system shake stay establish notice.,"operation, account, last"
8.816419,8.2161665,-1,Hour administration five visit friend that yard around first.,Noise
11.488614,10.33513,-1,Financial vote increase place after most.,Noise
10.823337,9.769404,-1,Voice lawyer necessary already type course try who information back.,Noise
8.075139,7.767835,-1,Contain me play onto fire environment medical movement now once sister.,Noise
8.585158,10.468602,-1,Half type nice occur field ahead first science push ago building.,Noise
11.607239,11.051676,-1,Cover until social there rather election involve throughout.,Noise
8.497808,7.568614,-1,Meet much east store mother tree call.,Noise
9.606875,7.820857,-1,Sport specific law thank record culture meeting history term safe water oil imagine.,Noise
10.167002,9.434737,-1,Citizen market out civil stock project debate student through usually home responsibility ago.,Noise
7.588481,10.318651,-1,Next sit who determine require commercial sit.,Noise
5.9651594,9.381233,-1,Travel morning seek administration cultural during decision.,Noise
9.645077,12.689192,3,Worker senior address message energy draw father decision traditional.,"operation, account, last"
11.906825,9.625976,-1,With available to stand serious head radio they clearly although crime.,Noise
9.21715,9.620296,7,Civil indicate beyond box official want head million air family environmental above.,"operation, account, last"
8.324848,14.009354,-1,Those list entire partner seek quickly interview nearly human rise film evidence.,Noise
9.031365,10.999547,7,Choice something information much participant themselves center such.,"operation, account, last"
11.236875,11.893608,-1,Loss meeting ground take throughout who American.,Noise
7.095842,9.937367,-1,Suddenly walk tell hand third call nice thank truth effort day.,Noise
9.538922,10.647409,7,Manager film appear prove test my business study responsibility born mother.,"operation, account, last"
9.981819,13.403886,3,Measure involve something happen beyond wife audience role newspaper dinner shoulder experience.,"operation, account, last"
7.724916,9.9864,-1,Work strong north approach action phone.,Noise
6.267022,12.329803,-1,Performance kid response building environment hundred real our dark possible hair four.,Noise
7.665385,13.181908,-1,Agency audience director alone choice listen own hour one.,Noise
7.410598,10.462157,-1,Card eight realize argue much hospital left much order land.,Noise
5.3205256,11.2621355,-1,Kitchen including forward wonder responsibility above.,Noise
10.29898,10.904437,-1,Notice such stay attention piece official discuss between social.,Noise
6.246292,9.677059,-1,Room center determine somebody find alone price reduce figure.,Noise
8.7932205,11.821684,7,Main day difficult address year newspaper several.,"operation, account, last"
8.77335,8.539537,-1,Stock sure news in research agree simple still body spend down team five.,Noise
7.4190464,12.873725,1,I change worry old say develop phone record huge player speak.,"operation, account, last"
8.351896,9.835853,-1,Maintain opportunity instead health store experience point idea everything.,Noise
11.718674,8.383498,-1,Issue they recognize hundred popular drug.,Noise
7.9428453,13.170538,-1,Star story interview appear per chance north.,Noise
8.617084,10.888433,7,Institution sport statement sometimes seven meeting your claim argue staff try.,"operation, account, last"
12.092988,11.253955,-1,These star some rule direction ready bill remember recently debate.,Noise
5.11318,9.695824,-1,Four clear data common blood first career learn.,Noise
7.7252207,11.412926,-1,Off news pressure everything operation trial hospital mission case administration car.,Noise
8.763994,10.06887,-1,Force soldier call along myself age.,Noise
7.2423716,12.498308,-1,Build personal stage this trip building.,Noise
10.792429,10.292002,2,Charge thus young country seek popular.,"gun, crime, police"
7.7705793,12.57846,-1,None speech home cover magazine country new whole.,Noise
10.876848,11.765855,5,Whatever news might main six several Congress book.,"republican, democrat, democratic"
7.010913,10.745598,4,Others these ten simple doctor pretty find real including any identify option.,"operation, account, last"
11.108037,13.345206,-1,System church while question boy message.,Noise
11.4408,11.522696,5,Work west idea catch step claim you vote yourself seat professional.,"republican, democrat, democratic"
10.110117,13.645565,3,Anyone cut according meeting can husband commercial another.,"operation, account, last"
11.638095,11.925219,5,Interesting power my reach us election doctor up road yard discover themselves among.,"republican, democrat, democratic"
7.5933456,11.11209,4,Production two indeed phone family still.,"operation, account, last"
10.203486,13.401789,-1,Lay discuss husband long go as.,Noise
9.175198,11.643559,7,Attention game best professor what prevent raise member whatever four consider piece me.,"operation, account, last"
9.513578,7.3679695,-1,Less amount cup thought away reduce suggest forget oil.,Noise
7.408072,12.43247,-1,Life population artist appear shake final owner.,Noise
9.042977,11.496892,7,Detail successful special race than whose man hundred entire some professional side.,"operation, account, last"
5.8388357,10.787139,-1,Become see let particularly out force well contain treatment.,Noise
7.115557,8.049215,-1,Pay direction our wind nothing special other nearly central minute couple station effort.,Noise
7.4841523,10.849398,4,Option one model minute personal let health person second.,"operation, account, last"
8.478083,8.718261,-1,Whole trade door tough operation stand resource anyone cut.,Noise
11.574662,12.412952,-1,Husband property before risk hard possible Democrat particularly member.,Noise
6.32787,10.2380495,4,Recent very force check word herself we decision remember door structure.,"operation, account, last"
9.714823,9.561833,7,Do cover those start now term own management.,"operation, account, last"
9.606319,12.1734295,3,Find event vote community bank experience.,"operation, account, last"
9.841394,9.624158,7,Front thus financial rule moment threat stage interesting central star music pretty security student.,"operation, account, last"
5.3188,11.339126,-1,Enjoy admit kitchen responsibility explain late reach west.,Noise
6.610898,9.744228,-1,Single care every floor issue surface ability share.,Noise
8.543702,10.196676,-1,Someone idea want popular particular team executive American pattern book.,Noise
11.040209,11.025055,-1,Fear teach there result themselves off.,Noise
11.872549,10.92102,-1,Stop statement catch very social politics apply.,Noise
7.6671605,10.3436365,-1,Once coach effort sell their personal act fire early none scientist talk.,Noise
6.2017417,9.573555,-1,Culture agree floor measure town although.,Noise
9.091026,12.979265,-1,Gun throughout into tough modern doctor moment size money together woman a manager.,Noise
7.7133856,12.212786,1,Tree us commercial car walk subject watch term line enjoy few home.,"operation, account, last"
8.622561,13.390846,1,Worry run month issue TV how indicate.,"operation, account, last"
9.518567,7.7207923,-1,Work tonight write whose gas health including account hard.,Noise
6.960549,9.796045,-1,Standard agent down reflect blue which chair third great.,Noise
6.6733694,10.833053,-1,Time collection cut red area security radio score hotel hundred remain start.,Noise
10.031617,13.452835,3,Sign floor operation any behavior provide wife those serve hair lead party situation.,"operation, account, last"
8.009833,8.964491,-1,Ready very trade effect give late provide board team.,Noise
9.934223,10.033729,-1,Individual into throughout able bad particularly decide but social customer senior begin account.,Noise
11.30762,11.446972,-1,Alone sure interest else live seven serve administration civil color become.,Noise
6.7505193,8.934317,-1,Performance big east now floor garden fly where you leave old assume at.,Noise
9.386775,9.401305,7,Production figure consider all country enter.,"operation, account, last"
7.817196,9.605329,8,Reduce others two happy paper himself PM series final forget turn.,"operation, account, last"
10.957121,10.654254,-1,Answer risk peace we fire fine affect.,Noise
7.286026,9.689749,-1,Rather work edge resource those light.,Noise
8.1519985,10.255406,7,Change interesting whether author get billion blood situation coach less job decide.,"operation, account, last"
11.159611,10.321908,-1,Federal explain yes myself story fire buy most direction man within.,Noise
8.829481,12.688699,-1,All available wife economic task arm magazine character experience entire matter international.,Noise
7.795291,10.918582,4,None early agreement forget reveal purpose memory approach.,"operation, account, last"
9.032857,9.126185,-1,Event address edge product one yeah adult trip church project house significant lot.,Noise
10.53999,10.626658,-1,Control our international right capital get grow read again staff sing performance read energy.,Noise
11.074207,11.653553,5,National south own hard character include school people.,"republican, democrat, democratic"
10.992548,11.133903,-1,Spend leave goal material Congress policy employee record hope beat.,Noise
8.172659,11.5747795,-1,Most sure concern week bring save happen notice better hope computer politics.,Noise
7.9546604,11.541586,-1,Everybody help ok customer baby someone conference right.,Noise
9.048736,10.3296795,-1,Try compare performance their employee talk compare nation shake hospital theory institution.,Noise
11.48785,11.92106,5,Machine care price lose election official themselves director.,"republican, democrat, democratic"
9.834565,7.955972,-1,Price never feel despite gun benefit both gas.,Noise
9.562585,12.715588,3,Toward husband make list section way finish tonight course goal system successful push.,"operation, account, last"
9.861627,13.06595,3,Truth most cultural baby need term myself establish.,"operation, account, last"
7.581546,8.95257,-1,Very pick happen peace whatever assume pull poor although three contain seek whole.,Noise
9.055749,12.437724,-1,Common year size or kid goal old his story author receive while political.,Noise
11.3295145,10.187685,-1,Center lawyer address suddenly shoulder degree us hit government dog yes to manage.,Noise
